venue_id,venue_name,venue_address,latitude,longitude,forecast_available,day_int,day_text,day_mean,day_max,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
ven_596b69495a614b4e46474652495256785a324c526f2d4c4a496843,Pharmacie de nuit Asma Thabti,Avenue Habib Bourguiba Chenini -6042 Gabes Gabes 6042 Tunisia,33.8666324,10.0618598,TRUE,2,Wednesday,21,89,0,0,0,0,0,0,0,0,0,0,0,0,0,90,85,90,50,40,15,15,30,40,25,25
ven_596b69495a614b4e46474652495256785a324c526f2d4c4a496843,Pharmacie de nuit Asma Thabti,Avenue Habib Bourguiba Chenini -6042 Gabes Gabes 6042 Tunisia,33.8666324,10.0618598,TRUE,3,Thursday,23,89,0,0,0,0,0,0,0,0,0,0,0,0,0,75,70,80,90,75,40,15,5,20,40,50
ven_596b69495a614b4e46474652495256785a324c526f2d4c4a496843,Pharmacie de nuit Asma Thabti,Avenue Habib Bourguiba Chenini -6042 Gabes Gabes 6042 Tunisia,33.8666324,10.0618598,TRUE,4,Friday,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,70,75,85,80,75,40,50,40,45,70,90
ven_596b69495a614b4e46474652495256785a324c526f2d4c4a496843,Pharmacie de nuit Asma Thabti,Avenue Habib Bourguiba Chenini -6042 Gabes Gabes 6042 Tunisia,33.8666324,10.0618598,TRUE,5,Saturday,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,70,75,100,55,35,15,40,35,35
ven_596b69495a614b4e46474652495256785a324c526f2d4c4a496843,Pharmacie de nuit Asma Thabti,Avenue Habib Bourguiba Chenini -6042 Gabes Gabes 6042 Tunisia,33.8666324,10.0618598,TRUE,6,Sunday,28,94,45,40,40,0,0,0,0,0,0,0,0,0,0,65,35,55,70,95,65,35,20,20,40,35
ven_5971456c536d48746376685249525f7a596f6c5a6f65754a496843,Night Pharmacy,"R568+J6M, Rue Hedi Saidi, Tunis, Tunisia",36.8115791,10.1655568,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_6367784b396334364d706a5249525f4c4a695f4c765f694a496843,Pharmacie de nuit SADDEM,"194 Rte de La Goulette, La Goulette 2015, Tunisia",36.8293427,10.3135559,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_6b716e68675470544f415052495256766872577933657a4a496843,Night Pharmacy,"V4M4+J58, Avenue Mongi Slim, Gabes, Tunisia",33.884025,10.1054405,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_736264494f65526678376b5249525676644e474e325f374a496843,Pharmacie De Nuit,Rue aboulkacem chebbi 6011 M Manara Tunisia,33.8708134,10.1094091,TRUE,0,Monday,15,57,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,55,50,50,35,15,0,20,20,5
ven_736264494f65526678376b5249525676644e474e325f374a496843,Pharmacie De Nuit,Rue aboulkacem chebbi 6011 M Manara Tunisia,33.8708134,10.1094091,TRUE,1,Tuesday,15,57,0,0,0,0,0,0,0,0,0,0,0,0,0,55,50,20,15,0,20,30,50,30,40,50
ven_736264494f65526678376b5249525676644e474e325f374a496843,Pharmacie De Nuit,Rue aboulkacem chebbi 6011 M Manara Tunisia,33.8708134,10.1094091,TRUE,2,Wednesday,23,71,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,70,70,70,55,35,20,30,50,50
ven_736264494f65526678376b5249525676644e474e325f374a496843,Pharmacie De Nuit,Rue aboulkacem chebbi 6011 M Manara Tunisia,33.8708134,10.1094091,TRUE,3,Thursday,21,78,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30,40,35,40,80,80,65,55,30,30
ven_736264494f65526678376b5249525676644e474e325f374a496843,Pharmacie De Nuit,Rue aboulkacem chebbi 6011 M Manara Tunisia,33.8708134,10.1094091,TRUE,4,Friday,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20,35,20,20,35,40,40,35,15,5
ven_736264494f65526678376b5249525676644e474e325f374a496843,Pharmacie De Nuit,Rue aboulkacem chebbi 6011 M Manara Tunisia,33.8708134,10.1094091,TRUE,5,Saturday,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,30,30,20,15,0,5,15,35,40
ven_736264494f65526678376b5249525676644e474e325f374a496843,Pharmacie De Nuit,Rue aboulkacem chebbi 6011 M Manara Tunisia,33.8708134,10.1094091,TRUE,6,Sunday,24,100,40,50,55,0,0,0,0,0,0,0,0,0,0,100,70,50,35,35,15,5,5,5,35,55
ven_7375726370454c495430715249525f7a6b5a31696536684a496843,Night Pharmacy,"Rue Ibn Al Khatib, Tunis, Tunisia",36.8247812,10.1396924,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_774859696134374559583252495256766c6e327a6f596d4a496843,jabnoun med,"Boulevard Mohammed Ali, Gabes, Tunisia",33.8851406,10.1041456,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_77645948516655676344625249525662797071632d57354a496843,pharmacie de Nuit Ahmed Frikha,"VRR2+2FM, P16, El Hamma, Tunisia",33.8900966,9.801184,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_3064394d4757705a7246335249525f79455f4430597a594a496843,Pharmacie Wassim ben Abdelfatteh,"R4Q8+CMQ, km3 5, Tunisia",33.886917,9.537499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_3858666d4b4946787345335249525673484c45586d655f4a496843,PHARMACIE HAMDI,"VGPP+QX9, El Hamma, Tunisia",33.886917,9.537499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_415349514e773172443250524952566257534661625f4f4a496843,Mrabet soumaya,"VQJF+49G, El Hamma, Tunisia",33.8803248,9.7734634,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_4536766c78634539344a3252495256624374624d75584f4a496843,Pharmacie Amel Haddeji,"VQMV+7WV, P16, El Hamma, Tunisia",33.8832393,9.7947979,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_4d66774a5947754e4e72315249785f6e4236744a5766394a496843,صيدلية الليل حسام الدين سعيد,"Menzel Habib 6030, Tunisia",34.2309943,9.5966737,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_514e317359314259385357524952567444674952625a474a496843,pharmacie Chakri,"VGPP+QX9, Rue du 2mai, 1966Médenine, Tunisia",33.886917,9.537499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_5951444c3775425854544352495256784e627462792d384a496843,Pharmacie de nuit bouchemma,Unnamed Road Chenini Nahal Tunisia,33.9064237,10.0600999,TRUE,0,Monday,21,53,0,0,0,0,0,0,0,0,45,35,25,55,40,15,5,25,45,40,40,35,35,25,20,20
ven_5951444c3775425854544352495256784e627462792d384a496843,Pharmacie de nuit bouchemma,Unnamed Road Chenini Nahal Tunisia,33.9064237,10.0600999,TRUE,1,Tuesday,22,60,0,0,0,0,0,0,0,0,35,35,35,55,60,45,35,40,25,45,25,25,15,25,20,15
ven_5951444c3775425854544352495256784e627462792d384a496843,Pharmacie de nuit bouchemma,Unnamed Road Chenini Nahal Tunisia,33.9064237,10.0600999,TRUE,2,Wednesday,18,46,0,0,0,0,0,0,0,0,25,20,5,5,25,45,45,45,40,20,15,20,20,20,40,35
ven_5951444c3775425854544352495256784e627462792d384a496843,Pharmacie de nuit bouchemma,Unnamed Road Chenini Nahal Tunisia,33.9064237,10.0600999,TRUE,3,Thursday,16,46,0,0,0,0,0,0,0,0,40,45,35,40,25,20,0,15,15,15,15,15,20,35,35,25
ven_5951444c3775425854544352495256784e627462792d384a496843,Pharmacie de nuit bouchemma,Unnamed Road Chenini Nahal Tunisia,33.9064237,10.0600999,TRUE,4,Friday,19,60,0,0,0,0,0,0,0,0,60,40,40,15,20,25,40,35,20,0,15,25,45,35,20,20
ven_5951444c3775425854544352495256784e627462792d384a496843,Pharmacie de nuit bouchemma,Unnamed Road Chenini Nahal Tunisia,33.9064237,10.0600999,TRUE,5,Saturday,18,66,0,0,0,0,0,0,0,0,5,5,20,40,40,65,25,25,15,5,20,25,40,20,35,45
ven_5951444c3775425854544352495256784e627462792d384a496843,Pharmacie de nuit bouchemma,Unnamed Road Chenini Nahal Tunisia,33.9064237,10.0600999,TRUE,6,Sunday,37,100,35,45,25,0,0,0,0,0,65,55,35,25,20,20,55,85,100,85,45,40,35,40,40,35
ven_674849784a51663154373652495256626d5a6a307253554a496843,Pharmacie MEHREZ LEILA,"VQPW+M27, El Hamma, Tunisia",33.8866677,9.7950378,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_6f3950316f797252526c7652495256744c6f51575652564a496843,Pharmacie chedli said,"VGPP+QX9 mole، تونس، Tunisia",33.886917,9.537499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ven_774e46515979376638503752495256744451446f77536d4a496843,Parapharmacie S&S,"Rue87 Chamekh, Tunisia",33.886917,9.537499,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
